artist,album,track,listen_date,genre
Childish Gambino,"""Awaken, My Love!""",Have Some Love,"05 Oct 2018, 18:26","Hip-Hop,rap,seen live,indie,underground hip-hop,hip hop,american,funk,rnb,alternative hip-hop"
Childish Gambino,"""Awaken, My Love!""",Me and Your Mama,"05 Oct 2018, 18:12","Hip-Hop,rap,seen live,indie,underground hip-hop,hip hop,american,funk,rnb,alternative hip-hop"
Childish Gambino,Kauai,Sober,"05 Oct 2018, 17:59","Hip-Hop,rap,seen live,indie,underground hip-hop,hip hop,american,funk,rnb,alternative hip-hop"
Donnie Trumpet & The Social Experiment,Surf,Sunday Candy,"05 Oct 2018, 17:46","Hip-Hop,soul,funk,hip hop,rnb,jazz rap,jazz,rap,Neo Soul,Neo-Soul"
Julian Lamadrid,No Trouble,No Trouble,"05 Oct 2018, 17:43","rnb,post hiphop"
Social House,Magic In The Hamptons (feat. Lil Yachty),Magic in the Hamptons (feat. Lil Yachty),"05 Oct 2018, 17:40","USA,american,Social House"
Griffin Oskar,Hostage,Head Above Water,"05 Oct 2018, 17:36",
Post Malone,Psycho (feat. Ty Dolla $ign),Psycho (feat. Ty Dolla $ign),"05 Oct 2018, 17:33","Hip-Hop,rap,trap,cloud rap,hip hop,seen live,rnb,Crap,shit,pop rap"
Marc E. Bassy,Groovy People,Dirty Water,"05 Oct 2018, 17:30","us,sxsw 2016,marc e bassy"
German Error Message,Haunts,Everything is scary,"05 Oct 2018, 17:28","folk,indie,singer-songwriter,alternative,indie folk,indie pop,Lo-Fi,BIRP,acoustic,under 2000 listeners"
Hey Mercedes,Everynight Fire Works,Eleven To Your Seven,"05 Oct 2018, 17:24","emo,indie,indie rock,seen live,rock,alternative,alternative rock,punk,post-emo,punk rock"
Mt. Eddy,Chroma,Lovely,"05 Oct 2018, 17:20","indie rock,to try,doo punk,doo-punk,punk wop,punk-wop"
Vasudeva,Life in Cycles,In Lieu of Youth,"05 Oct 2018, 17:16","post-rock,math rock,instrumental,ambient,Progressive,seen live,rock,new age,instrumental post-rock,organic trance"
Islands,Taste,Pumpkin,"05 Oct 2018, 17:13","seen live,indie,indie pop,Canadian,indie rock,Lo-Fi,alternative,pop,canada,montreal"
Wishing,To Forget,Emptiness Is a Closet Full of Your Old Clothes,"05 Oct 2018, 17:10","Lo-Fi,indie,electronic,experimental,sadcore,bedroom pop"
Panucci's Pizza,Don't Tip The Delivery Boy,I still haven't seen Almost Famous,"05 Oct 2018, 16:58","emo,math rock,indie,Philadelphia,indie rock,seen live,punk,acoustic,math pop,dads"
Alkaline Trio,My Shame Is True (Deluxe Edition),Kiss You To Death,"05 Oct 2018, 16:54","punk,punk rock,seen live,emo,rock,alternative,pop punk,alternative rock,indie,alkaline trio"
Alone.,Somewhere in the Sierras,Close Without Closure,"05 Oct 2018, 16:50","hardcore,Nu Metal,rock,polish,melodic hardcore,electronic,electronica,seen live,ambient,industrial"
Dilly Dally,Spotify Sessions,Know Yourself - Live from Spotify House SXSW '16,"05 Oct 2018, 16:47","seen live,indie,canada,Garage Rock,Post punk,rock,Grunge,indie rock,Canadian,garage"
Covey,Haggarty,Same White Shoes,"05 Oct 2018, 16:44",
Autoheart,Punch,Agoraphobia,"05 Oct 2018, 16:39","indie pop,piano rock,indie,pop,british,london,england,Pop-Rock,indie-pop,UK"
Night Beds,Even If We Try b/w You Were Afraid,You Were Afraid,"05 Oct 2018, 16:35","folk,indie,dream pop,indie rock,seen live,indie folk,american,male vocalists,Colorado,Nashville"
Little Junior,Hi,Accolades,"05 Oct 2018, 16:33","blues,seen live,indie,indie pop,power pop,pop punk,All,spotify,sunbilly"
The Story So Far,Songs Of,Navy Blue,"05 Oct 2018, 16:30","pop punk,melodic hardcore,seen live,punk,Pop-punk,rock,punk rock,poppy hardcore,alternative rock,hardcore"
The Promise Ring,Very Emergency,Happiness Is All The Rage,"05 Oct 2018, 16:27","emo,indie,indie rock,seen live,alternative,rock,midwest emo,indie pop,pop punk,indie emo"
Wrenn,All My Friends,All My Friends,"05 Oct 2018, 16:25","rock,alternative,female vocalists,singer-songwriter,indie,sad,sad girl"
Wrenn,All My Friends,All My Friends,"05 Oct 2018, 16:23","rock,alternative,female vocalists,singer-songwriter,indie,sad,sad girl"
Tangled Hair,We Do What We Can,Nao Is My Driver,"05 Oct 2018, 16:19","math rock,math pop,indie,indie rock,seen live,UK,BSM,big scary monsters,british,emo"
Girlpool,Before The World Was Big,I Like That You Can See It,"05 Oct 2018, 16:16","Lo-Fi,indie pop,seen live,indie,female vocalists,pop,indie rock,California,los angeles,meh"
Shortly,Spare Time,Spare Time,"05 Oct 2018, 15:19",
Shortly,Finders Keepers,Finders Keepers,"05 Oct 2018, 15:16",
Shortly,Matthew,Matthew,"05 Oct 2018, 13:56",
Shortly,Spare Time,Spare Time,"05 Oct 2018, 13:52",
High Highs,Open Season,Open Season,"05 Oct 2018, 12:46","dream pop,indie,indie pop,acoustic,american,seen live,new york,chillwave,folk,ambient"
Lake,Lake,I Look Up To You,"05 Oct 2018, 12:43","seen live,rock,classic rock,indie pop,new york,indie,Queensbridge,rap,Hip-Hop,hip hop"
Flatsound,"Scotland, I Wish You Had Stayed",I Hope You're Okay,"05 Oct 2018, 12:38","Lo-Fi,indie,ambient,indie folk,bedroom,acoustic,folk,emo,experimental,bedroom pop"
Jaws of Love.,Tasha Sits Close to the Piano,Nightlight.,"05 Oct 2018, 12:32","California,los angeles,All"
Heart Attack Man,100 mg (Millennial),100 mg (Millennial),"05 Oct 2018, 12:29","punk,emo,indie rock,pop punk,indie,alternative,alternative rock,power pop,Ohio,Cleveland"
Kyle Morton,What Will Destroy You,My Little Darlin Knows My Nature,"05 Oct 2018, 12:26",folk
Fraternal Twin,Skin Gets Hot,Skin Gets Hot,"05 Oct 2018, 12:22","folk,pop,Lo-Fi,under 2000 listeners,5432fun,indie,experimental,indie pop,USA,lofi"
Baths,Romaplasm,Broadback,"05 Oct 2018, 12:19","electronic,glitch-hop,ambient,Lo-Fi,glitch,seen live,anticon,experimental,chillwave,electronica"
Dusken Lights,In The Service Of Spring,All Souls Day,"05 Oct 2018, 12:14","indie,pop,alternative,folk,australian,under 2000 listeners"
Anderson .Paak,Tints (feat. Kendrick Lamar),Tints (feat. Kendrick Lamar),"04 Oct 2018, 23:45","seen live,soul,Hip-Hop,rnb,Neo-Soul,hip hop,alternative rnb,american,rap,funk"
Halsey,Without Me,Without Me,"04 Oct 2018, 22:56","pop,indie,indie pop,female vocalists,electronic,alternative,seen live,american,electropop,synthpop"
Beck,Morning Phase,Heart Is a Drum,"04 Oct 2018, 22:33","alternative,indie,rock,singer-songwriter,indie rock,seen live,alternative rock,folk,electronic,experimental"
Unknown Mortal Orchestra,Multi-Love,Necessary Evil,"04 Oct 2018, 22:27","Lo-Fi,indie rock,psychedelic,indie,seen live,alternative,Psychedelic Rock,psychedelic pop,trip-hop,rock"
Tame Impala,Currents,The Less I Know the Better,"04 Oct 2018, 22:24","Psychedelic Rock,psychedelic,indie rock,seen live,australian,rock,indie,Neo-Psychedelia,alternative,psychedelic pop"
Låpsley,Long Way Home,Love Is Blind,"04 Oct 2018, 22:19","electronic,downtempo,ambient,female vocalists,seen live,electronica,british,pop,indie,alternative"
Twin Shadow,Forget,When We're Dancing,"04 Oct 2018, 22:15","seen live,electronic,dream pop,new wave,Lo-Fi,electropop,indie,chillwave,synthpop,american"
Thundercat,Drunk,Them Changes,"04 Oct 2018, 22:12","funk,electronic,jazz,soul,psychedelic,seen live,experimental,Neo-Soul,jazz fusion,nu jazz"
Kurt Vile,b'lieve i'm goin down...,Pretty Pimpin,"04 Oct 2018, 22:07","seen live,Lo-Fi,psychedelic,indie,bedroom pop,noise,singer-songwriter,folk,indie rock,folk rock"
Real Estate,Days,It's Real,"04 Oct 2018, 22:04","Lo-Fi,indie,seen live,surf rock,Surf,Alt-country,indie rock,psychedelic,indie pop,dream pop"
Young Fathers,White Men Are Black Men Too,Shame,"04 Oct 2018, 22:00","Hip-Hop,seen live,rap,experimental,Lo-Fi,Scottish,experimental hip-hop,hip hop,british,experimental hip hop"
Eno • Hyde,Someday World,Daddy's Car,"04 Oct 2018, 21:55","electronic,experimental,synthpop,pop,art rock,electronica,UK,geniuses,Brian Eno,karl hyde"
Christine and the Queens,Chaleur humaine,Tilted,"04 Oct 2018, 21:51","french,pop,seen live,indie,female vocalists,electronic,electropop,indie pop,synthpop,france"
Young Thug,In Colour,I Know There's Gonna Be (Good Times) [feat. Popcaan],"04 Oct 2018, 21:48","Hip-Hop,rap,trap,atlanta,trap rap,Horrorcore,hip hop,seen live,southern rap,american"
Jessie Ware,Devotion - The Gold Edition,If You're Never Gonna Move,"04 Oct 2018, 21:31","soul,pop,seen live,electronic,female vocalists,chillout,british,rnb,nu soul,r&b"
Weyes Blood,Front Row Seat To Earth,Seven Words,"04 Oct 2018, 21:26","folk,psychedelic,psychedelic folk,seen live,female vocalists,art pop,indie,baroque pop,psychedelic pop,chamber pop"
Sampha,Process,(No One Knows Me) Like The Piano,"04 Oct 2018, 21:22","electronic,UK Garage,soul,seen live,singer-songwriter,House,british,rnb,future garage,alternative rnb"
Arca,Xen (????? Edition),Thievery,"04 Oct 2018, 21:20","electronic,ambient,experimental,post-rock,instrumental,glitch,seen live,idm,wonky,glitch hop"
Purity Ring,Another Eternity,Heartsigh,"04 Oct 2018, 21:16","electronic,experimental,chillwave,indie pop,indie,seen live,synthpop,witch house,Canadian,dream pop"
LCD Soundsystem,This Is Happening,I Can Change,"04 Oct 2018, 21:10","electronic,indie,seen live,dance,electronica,alternative,electro,indie rock,dance punk,dance-punk"
Sharon Van Etten,Are We There,Our Love,"04 Oct 2018, 21:07","folk,seen live,singer-songwriter,female vocalists,indie folk,acoustic,indie,american,indie rock,alternative"
Crystal Castles,(II),Not In Love - Radio Version,"04 Oct 2018, 21:03","electronic,8-bit,new rave,electro,seen live,electronica,experimental,Canadian,female vocalists,noise"
Spoon,They Want My Soul,Inside Out,"04 Oct 2018, 20:58","indie,indie rock,seen live,alternative,rock,indie pop,alternative rock,american,austin,spoon"
alt-J,An Awesome Wave,Breezeblocks,"04 Oct 2018, 20:54","indie,electronic,seen live,british,alternative,indie pop,indie rock,experimental,alternative rock,rock"
Vampire Weekend,Modern Vampires of the City,Step,"04 Oct 2018, 20:49","indie,indie rock,indie pop,seen live,alternative,rock,american,pop,alternative rock,new york"
Robyn,Body Talk Pt. 1,Dancing On My Own - Radio Edit,"04 Oct 2018, 20:30","pop,electronic,swedish,female vocalists,seen live,dance,electropop,rnb,electronica,90s"
LCD Soundsystem,Sound Of Silver,All My Friends,"04 Oct 2018, 19:55","electronic,indie,seen live,dance,electronica,alternative,electro,indie rock,dance punk,dance-punk"
Death Cab for Cutie,Narrow Stairs,No Sunlight,"04 Oct 2018, 19:52","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
LCD Soundsystem,Sound Of Silver,"New York, I Love You But You're Bringing Me Down","04 Oct 2018, 19:46","electronic,indie,seen live,dance,electronica,alternative,electro,indie rock,dance punk,dance-punk"
New Order,"Power, Corruption & Lies",Age Of Consent - 2015 Remastered Version,"04 Oct 2018, 19:41","new wave,electronic,post-punk,80s,alternative,seen live,british,rock,synthpop,indie"
Alvvays,Alvvays,"Archie, Marry Me","04 Oct 2018, 19:36","dream pop,indie pop,seen live,Lo-Fi,indie,Canadian,pop,female vocalists,indie rock,canada"
Alvvays,Alvvays,Adult Diversion,"04 Oct 2018, 19:33","dream pop,indie pop,seen live,Lo-Fi,indie,Canadian,pop,female vocalists,indie rock,canada"
Alvvays,Alvvays,Atop a Cake,"04 Oct 2018, 19:30","dream pop,indie pop,seen live,Lo-Fi,indie,Canadian,pop,female vocalists,indie rock,canada"
Alvvays,Alvvays,Adult Diversion,"04 Oct 2018, 19:27","dream pop,indie pop,seen live,Lo-Fi,indie,Canadian,pop,female vocalists,indie rock,canada"
Shortly,Spare Time,Spare Time,"04 Oct 2018, 19:24",
Electric Guest,Plural,Dear To Me,"04 Oct 2018, 19:03","indie pop,indie,electronic,american,Danger Mouse,seen live,pop,LastfmSC,broken bells,indie rock"
Tove Lo,BLUE LIPS (Lady Wood Phase II),romantics,"04 Oct 2018, 19:00","pop,swedish,electronic,female vocalists,indie,seen live,electropop,indie pop,synthpop,Sweden"
Leisure,Leisure,Know You Better,"04 Oct 2018, 18:56","indie,french,electronic,hard rock,rock,indie pop,New Zealand,seen live,pop,chill"
tUnE-yArDs,w h o k i l l,Powa,"04 Oct 2018, 18:51","experimental,seen live,freak folk,indie,folk,female vocalists,acoustic,indie pop,Lo-Fi,american"
Still Corners,The Photograph,The Photograph,"04 Oct 2018, 18:47","dream pop,indie pop,Lo-Fi,chillout,dreampop,indie,seen live,british,female vocalists,electronic"
Niia,Constantly Dissatisfied (feat. Gallant),Constantly Dissatisfied (feat. Gallant),"04 Oct 2018, 18:44","rnb,jazz,electronic,female vocalists,pop,seen live,soul,reggae,dance,Neo-Soul"
My Morning Jacket,Z,Dondante,"04 Oct 2018, 18:36","indie,indie rock,Alt-country,seen live,rock,alternative,americana,alternative rock,Southern Rock,indie pop"
Chaos Chaos,Chaos Chaos,Blue,"04 Oct 2018, 18:33","indie pop,indie,pop,female vocalist,seattle,female vocalists,seen live,american,All,electropop"
Halsey,Alone (feat. Big Sean & Stefflon Don),Alone (feat. Big Sean & Stefflon Don),"04 Oct 2018, 18:30","pop,indie,indie pop,female vocalists,electronic,alternative,seen live,american,electropop,synthpop"
Halsey,hopeless fountain kingdom (Deluxe),Now or Never,"04 Oct 2018, 17:58","pop,indie,indie pop,female vocalists,electronic,alternative,seen live,american,electropop,synthpop"
Mick Jenkins,The Water (s),Jazz,"04 Oct 2018, 17:54","Hip-Hop,rap,underground hip-hop,hip hop,chicago,water,underground hip hop,seen live,alternative rap,underground rap"
Honne,I Got You ◑ / Forget Me Not ◐,I Got You ◑,"04 Oct 2018, 17:51","electronic,indie,seen live,Neo-Soul,deep house,soul,dream pop,synthpop,downtempo,rnb"
Kanye West,The Life Of Pablo,Ultralight Beam,"04 Oct 2018, 17:37","Hip-Hop,rap,hip hop,rnb,Kanye West,seen live,Gay Fish,american,pop,chicago"
Young Franco,Girls Don't Cry,Girls Don't Cry,"04 Oct 2018, 16:30","Hip-Hop,electronica,pop,australian,funk,acid jazz,All"
ZHU,Genesis Series,Modern Conversation,"04 Oct 2018, 16:25","House,electronic,deep house,trance,seen live,electronica,USA,Driving,chinese,China"
Kali Uchis,Isolation,"After the Storm (feat. Tyler, the Creator & Bootsy Collins)","04 Oct 2018, 16:21","rnb,Neo-Soul,soul,seen live,female vocalists,pop,colombian,alternative rnb,cloud rap,Colombia"
The Mary Onettes,Cola Falls,Cola Falls,"04 Oct 2018, 16:17","swedish,indie,post-punk,new wave,indie rock,seen live,indie pop,shoegaze,dream pop,Labrador"
SG Lewis,Better (SG Lewis x Clairo),Better - SG Lewis x Clairo,"04 Oct 2018, 16:14","chillwave,electronic,seen live,pop,Mcsclion Channel,chillout,electropop,indie,electro,deep house"
Bob Moses,Battle Lines,Battle Lines,"04 Oct 2018, 16:09","jazz,deep house,House,free jazz,seen live,electronic,instrumental,canada,Brooklyn,composer"
The Postal Service,Give Up,Such Great Heights - Remastered,"04 Oct 2018, 16:02","indie,electronic,indie pop,alternative,electronica,indie rock,rock,emo,indietronica,pop"
Moth Wings,Fi / M,Yellow,"04 Oct 2018, 15:59",
jank,Awkward Pop Songs,Caitlyn,"04 Oct 2018, 15:55","emo,weed pop,math rock,indie,punk,indie rock,alternative rock,midwest emo,pop,rock"
sports.,Demon Daze,"Words That Rhyme With Different, etc.","04 Oct 2018, 15:51","emo,indie,twinkly,punk,pop punk,indie rock,Midwest,midwest emo,Twinkle daddies,sad white boys"
Alvvays,Alvvays,Party Police,"04 Oct 2018, 15:47","dream pop,indie pop,seen live,Lo-Fi,indie,Canadian,pop,female vocalists,indie rock,canada"
Aaron West & The Roaring Twenties,"Green Like The G Train, Green Like Sea Foam","Green Like The G Train, Green Like Sea Foam","04 Oct 2018, 15:43","folk,indie,singer-songwriter,indie rock,punk,rock,emo,pop punk,amazing,indie folk"
Do Nascimiento,To Lose La Track 10 Anni,Fiato,"04 Oct 2018, 15:40","math rock,screamo,emo,italian,seen live,post-hardcore,mathcore,punk,emo-punk,indie rock"
Petal,Scout,Comeback,"04 Oct 2018, 15:36","emo,seen live,indie rock,ambient,drone,indie,alternative rock,indie pop,minimal,drone ambient"
Rocco Hunt,Nu juorno buono,Nu juorno buono - Sanremo Version,"04 Oct 2018, 15:34","rap,Hip-Hop,Italians do it better,underground hip-hop,Hip Hop Italiano,Rap Italiano,rap napoletano,hip hop,pop,Awesome"
Laura Stevenson,Wheel,The Move,"04 Oct 2018, 15:31","seen live,folk,indie,indie rock,singer-songwriter,indie folk,acoustic,female vocalists,indie pop,USA"
Elvis Depressedly,New Alhambra,Wastes of Time,"04 Oct 2018, 15:29","Lo-Fi,experimental,shoegaze,ambient,indie,indie rock,All,emo,indie pop,bedroom pop"
The Front Bottoms,HELP,Help,"04 Oct 2018, 15:26","seen live,acoustic,folk,indie,Pop-punk,indie rock,emo,folk punk,rock,pop punk"
We Were Promised Jetpacks,These Four Walls,It's Thunder And It's Lightning,"04 Oct 2018, 15:21","indie rock,seen live,indie,Scottish,rock,scotland,post-punk,british,alternative,post-rock"
David Bowie,Nothing Has Changed,All The Young Dudes,"04 Oct 2018, 15:18","rock,glam rock,classic rock,80s,alternative,british,pop,70s,glam,seen live"
The Wrens,The Meadowlands,Happy,"04 Oct 2018, 15:12","indie,indie rock,seen live,rock,alternative,indie pop,alternative rock,new jersey,Lo-Fi,american"
deer scout,sad boy,sad boy,"04 Oct 2018, 15:09","Lo-Fi,USA,indie folk"
Lana Del Rey,Lust for Life,Lust for Life (with The Weeknd),"04 Oct 2018, 15:05","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
Stars,The Five Ghosts,Dead Hearts,"04 Oct 2018, 15:01","indie,indie pop,Canadian,seen live,indie rock,alternative,pop,rock,female vocalists,canada"
oso oso,the yunahon mixtape,the walk,"04 Oct 2018, 14:57","emo,alternative,seen live,alternative rock,math rock,USA,american,pop punk,seen,Midwest"
Sorority Noise,You're Not As _____ As You Think,First Letter From St. Sean,"04 Oct 2018, 14:54","emo,indie rock,punk,indie,seen live,rock,alternative rock,connecticut,Dope,indie punk"
The Weakerthans,Reunion Tour,Night Windows,"04 Oct 2018, 14:49","seen live,indie,Canadian,indie rock,rock,alternative,emo,folk,indie pop,punk"
Radiohead,OK Computer,No Surprises,"04 Oct 2018, 14:45","alternative,alternative rock,rock,indie,electronic,seen live,british,britpop,indie rock,experimental"
Alvvays,Alvvays,"Archie, Marry Me","04 Oct 2018, 14:42","dream pop,indie pop,seen live,Lo-Fi,indie,Canadian,pop,female vocalists,indie rock,canada"
Del Paxton,"All Day, Every Day, All Night",Koolwink,"04 Oct 2018, 14:38","emo,jazz,instrumental,Soundtrack,piano,That Thing You Do,pop,punk,math rock,USA"
Pinegrove,Cardinal,Waveform,"04 Oct 2018, 14:34","seen live,indie,indie rock,Alt-country,emo,new jersey,midwest emo,americana,under 2000 listeners,Montclair"
Seahaven,Winter Forever,Honeybee,"04 Oct 2018, 14:29","emo,post-hardcore,indie,indie rock,punk,seen live,pop punk,punk rock,rock,alternative"
Coin,How Will You Know If You Never Try,Malibu 1992,"04 Oct 2018, 14:21","indie,indie pop,indie rock,alternative,seen live,electronic,rock,ambient,blip blop,pop"
