artist,album,track,listen_date,genre
Van Morrison,Blowin' Your Mind!,Brown Eyed Girl,"20 Apr 2019, 20:16","classic rock,singer-songwriter,folk,rock,blues,irish,folk rock,seen live,jazz,van morrison"
Randy Newman,Walt Disney Records The Legacy Collection: Toy Story,You've Got a Friend in Me - Remastered 2015,"20 Apr 2019, 20:14","singer-songwriter,piano,Soundtrack,pop,rock,70s,american,seen live,blues,composer"
The Mighty Mighty Bosstones,Let's Face It,The Impression That I Get,"20 Apr 2019, 20:10","ska,ska punk,punk,skacore,seen live,rock,alternative,Ska-Core,punk rock,boston"
Elton John,Don't Shoot Me I'm Only The Piano Player,Crocodile Rock,"20 Apr 2019, 20:10","pop,classic rock,singer-songwriter,rock,piano,british,seen live,80s,70s,elton john"
ABBA,Waterloo,Waterloo,"20 Apr 2019, 20:04","pop,Disco,70s,swedish,80s,abba,dance,female vocalists,oldies,Sweden"
Survivor,Eye of the Tiger,Eye of the Tiger,"20 Apr 2019, 20:00","rock,classic rock,80s,hard rock,AOR,american,Soundtrack,Survivor,pop,melodic rock"
The Ataris,"So Long, Astoria",The Boys Of Summer,"20 Apr 2019, 19:56","punk,punk rock,rock,pop punk,emo,seen live,alternative,indie,alternative rock,Pop-punk"
P!nk,Funhouse (Deluxe Version),So What,"20 Apr 2019, 19:52","pop,pop rock,female vocalists,rock,female,seen live,pink,american,P!nk,dance"
Toto,Toto,Hold the Line,"20 Apr 2019, 19:48","rock,classic rock,80s,Progressive rock,pop,AOR,seen live,hard rock,american,soft rock"
Dean Martin,"Dean Martin: The Capitol Recordings, Vol. 11 (1960-1961)",Ain't That a Kick in the Head,"20 Apr 2019, 19:46","jazz,swing,oldies,easy listening,lounge,Rat Pack,male vocalists,crooners,Dean Martin,50s"
"Now, Now",Saved,Sgl,"20 Apr 2019, 19:41","indie,indie rock,female vocalists,indie pop,alternative,seen live,american,rock,pop,Minnesota"
Broncho,Bad Behavior,Sandman,"20 Apr 2019, 19:38","Garage Rock,seen live,indie,rock,punk,Garage Punk,oklahoma,indie rock,USA,american"
"Now, Now",Saved,MJ,"20 Apr 2019, 17:59","indie,indie rock,female vocalists,indie pop,alternative,seen live,american,rock,pop,Minnesota"
"Now, Now",Saved,Sgl,"20 Apr 2019, 17:56","indie,indie rock,female vocalists,indie pop,alternative,seen live,american,rock,pop,Minnesota"
Broncho,Bad Behavior,Sandman,"20 Apr 2019, 14:35","Garage Rock,seen live,indie,rock,punk,Garage Punk,oklahoma,indie rock,USA,american"
"Now, Now",Saved,AZ,"19 Apr 2019, 23:06","indie,indie rock,female vocalists,indie pop,alternative,seen live,american,rock,pop,Minnesota"
The Killers,Hot Fuss,All These Things That I've Done,"19 Apr 2019, 23:05","indie,rock,indie rock,alternative,alternative rock,seen live,The Killers,pop,american,britpop"
A R I Z O N A,Oceans Away,Oceans Away,"19 Apr 2019, 22:07","pop,electronic,indietronica,synth,electronica,american,http://cn.last.fm/music/A+R+I+Z+O+N+A"
The Killers,Hot Fuss,All These Things That I've Done,"19 Apr 2019, 20:56","indie,rock,indie rock,alternative,alternative rock,seen live,The Killers,pop,american,britpop"
Death Cab for Cutie,Plans,Soul Meets Body,"19 Apr 2019, 20:52","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
Hozier,Hozier (Expanded Edition),Cherry Wine - Live,"19 Apr 2019, 20:48","blues,indie,soul,singer-songwriter,irish,seen live,indie rock,rock,alternative,folk"
blink-182,blink-182,I Miss You,"19 Apr 2019, 20:44","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
Prince,The Very Best of Prince,I Wanna Be Your Lover - Single Version,"19 Apr 2019, 20:41","funk,pop,soul,80s,rock,seen live,prince,rnb,dance,classic rock"
Queen,Jazz (Deluxe Remastered Version),Fat Bottomed Girls - Remastered 2011,"19 Apr 2019, 20:36","classic rock,rock,80s,hard rock,glam rock,british,Queen,70s,pop,Progressive rock"
"Perspective, a lovely hand to hold",Play Pretend,I Get Really Dizzy Sometimes,"19 Apr 2019, 20:18","emo,midwest emo,math rock,indie rock,indie,lyrical,twinkly,Twinkle daddies,emo revival,sparklepunk"
Griz,Ride Waves,Find My Own Way,"19 Apr 2019, 20:13","dubstep,electronic,instrumental,glitch-hop,chillout,seen live,glitch,future funk,funk,glitch hop"
We Were Promised Jetpacks,These Four Walls,Quiet Little Voices,"19 Apr 2019, 20:09","indie rock,seen live,indie,Scottish,rock,scotland,post-punk,british,alternative,post-rock"
The Y Axes,Empty Space,Empty Space,"19 Apr 2019, 20:05",
The Hotelier,It Never Goes Out,An Ode to the Nite Ratz Club,"19 Apr 2019, 20:00","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
The Strokes,Angles,Under Cover of Darkness,"19 Apr 2019, 19:56","indie rock,rock,indie,alternative,alternative rock,seen live,Garage Rock,The Strokes,american,new york"
Yeasayer,Odd Blood,Ambling Alp,"19 Apr 2019, 19:51","seen live,experimental,psychedelic,indie,indie rock,folk,alternative,freak folk,american,electronic"
Geographer,Endless Motion Vol. 1,Age Of Consent,"19 Apr 2019, 19:47","indie pop,electronic,indie,indietronica,seen live,cello,san francisco,american,indie rock,pop"
Death Cab for Cutie,Narrow Stairs,No Sunlight,"19 Apr 2019, 19:44","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
Otis Redding,The Great Otis Redding Sings Soul Ballads,Chained And Bound,"19 Apr 2019, 19:41","soul,rhythm and blues,blues,60s,oldies,motown,rnb,Southern Soul,stax,american"
Gabby's World,O.K.,Broken Necks,"19 Apr 2019, 19:38","bedroom pop,indie,rock,alternative,female vocalists,singer-songwriter,acoustic,glo-fi,flower punk"
"Now, Now",Saved,AZ,"19 Apr 2019, 19:34","indie,indie rock,female vocalists,indie pop,alternative,seen live,american,rock,pop,Minnesota"
CoVet,effloresce,Falkor,"19 Apr 2019, 12:18","math rock,post-rock,instrumental,rock,indie rock,USA,post rock,adventure rock,indie,emo"
"Now, Now",Saved,AZ,"19 Apr 2019, 01:21","indie,indie rock,female vocalists,indie pop,alternative,seen live,american,rock,pop,Minnesota"
Pinegrove,Skylight,Darkness,"18 Apr 2019, 22:54","seen live,indie,indie rock,Alt-country,emo,new jersey,midwest emo,americana,under 2000 listeners,Montclair"
Pinegrove,Skylight,Easy Enough,"18 Apr 2019, 22:52","seen live,indie,indie rock,Alt-country,emo,new jersey,midwest emo,americana,under 2000 listeners,Montclair"
Pinegrove,Skylight,Thanksgiving,"18 Apr 2019, 22:51","seen live,indie,indie rock,Alt-country,emo,new jersey,midwest emo,americana,under 2000 listeners,Montclair"
Pinegrove,Skylight,Angelina,"18 Apr 2019, 22:49","seen live,indie,indie rock,Alt-country,emo,new jersey,midwest emo,americana,under 2000 listeners,Montclair"
Pinegrove,Skylight,Paterson & Leo,"18 Apr 2019, 22:47","seen live,indie,indie rock,Alt-country,emo,new jersey,midwest emo,americana,under 2000 listeners,Montclair"
Pinegrove,Skylight,Intrepid,"18 Apr 2019, 22:43","seen live,indie,indie rock,Alt-country,emo,new jersey,midwest emo,americana,under 2000 listeners,Montclair"
Pinegrove,Skylight,Portal,"18 Apr 2019, 22:41","seen live,indie,indie rock,Alt-country,emo,new jersey,midwest emo,americana,under 2000 listeners,Montclair"
Pinegrove,Skylight,Rings,"18 Apr 2019, 22:37","seen live,indie,indie rock,Alt-country,emo,new jersey,midwest emo,americana,under 2000 listeners,Montclair"
Tom Petty,Wildflowers,Wildflowers,"17 Apr 2019, 13:43","classic rock,rock,singer-songwriter,80s,folk,seen live,Tom Petty,american,alternative,pop"
Soccer Mommy,Clean,Wildflowers,"17 Apr 2019, 13:24","seen live,singer-songwriter,Lo-Fi,indie,indie pop,alternative,female vocalists,USA,female vocalist,pop"
Death Cab for Cutie,Plans,Soul Meets Body,"17 Apr 2019, 13:01","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
Pinegrove,Cardinal (Expanded Edition),New Friends,"17 Apr 2019, 12:57","seen live,indie,indie rock,Alt-country,emo,new jersey,midwest emo,americana,under 2000 listeners,Montclair"
Hozier,Hozier (Expanded Edition),Cherry Wine - Live,"17 Apr 2019, 12:52","blues,indie,soul,singer-songwriter,irish,seen live,indie rock,rock,alternative,folk"
blink-182,blink-182,I Miss You,"17 Apr 2019, 12:48","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
Weezer,Pinkerton,El Scorcho,"17 Apr 2019, 12:43","rock,alternative,alternative rock,indie,indie rock,seen live,emo,power pop,punk,90s"
The Killers,Hot Fuss,All These Things That I've Done,"16 Apr 2019, 23:55","indie,rock,indie rock,alternative,alternative rock,seen live,The Killers,pop,american,britpop"
The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remastered),With A Little Help From My Friends - Remastered 2009,"16 Apr 2019, 23:52","classic rock,rock,british,60s,pop,psychedelic,The Beatles,oldies,Psychedelic Rock,beatles"
Death Cab for Cutie,Plans,Soul Meets Body,"16 Apr 2019, 23:48","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
Pinegrove,Cardinal (Expanded Edition),New Friends,"16 Apr 2019, 23:45","seen live,indie,indie rock,Alt-country,emo,new jersey,midwest emo,americana,under 2000 listeners,Montclair"
Hozier,Hozier (Expanded Edition),Cherry Wine - Live,"16 Apr 2019, 23:41","blues,indie,soul,singer-songwriter,irish,seen live,indie rock,rock,alternative,folk"
Bright Eyes,"I'm Wide Awake, It's Morning (Remastered)",Poison Oak,"16 Apr 2019, 23:36","indie,singer-songwriter,folk,seen live,indie rock,emo,alternative,rock,acoustic,Bright Eyes"
"football, etc.",The Draft,Safety,"16 Apr 2019, 23:32","emo,indie,indie rock,midwest emo,indiemo,indie emo,seen live,rock,count your lucky stars,texas"
Illuminati Hotties,Kiss Yr Frenemies,Shape of My Hands,"16 Apr 2019, 23:29","indie rock,Lo-Fi,los angeles"
The Band CAMINO,My Thoughts on You,My Thoughts on You,"16 Apr 2019, 23:29","indie,alternative,indie rock,pop,indie pop,electronic,alt pop"
The Band CAMINO,My Thoughts on You,My Thoughts on You,"16 Apr 2019, 20:30","indie,alternative,indie rock,pop,indie pop,electronic,alt pop"
Dryjacket,For Posterity,Bill Gates' Ringtone,"16 Apr 2019, 20:27","indie,emo,seen live,punk,alternative,american"
Kero Kero Bonito,Bonito Generation,Trampoline,"16 Apr 2019, 20:22","pop,electropop,british,japanese,seen live,indie pop,electronic,bubblegum bass,noise pop,bitpop"
Forests,Sun Eat Moon Grave Party,Tamago,"16 Apr 2019, 20:18","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Candid Bandit,Too Soon To Say,Too Soon To Say,"16 Apr 2019, 20:16",
The National,You Had Your Soul with You,You Had Your Soul With You,"16 Apr 2019, 20:12","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
Little Big League,These Are Good People.,Lindsey,"16 Apr 2019, 20:03","emo,shoegaze,indie rock,rock,punk,alternative rock,Philadelphia,female vocalists,USA,american"
Ovlov,Tru,Spright,"16 Apr 2019, 19:51","shoegaze,punk,indie rock,indie,emo,noise rock,Lo-Fi,noise pop,noise,seen live"
Save Face,Merci,Heartache,"16 Apr 2019, 19:48","pop punk,seen live,emo,post-hardcore,greatest band of all time"
Joyce Manor,Million Dollars to Kill Me,Think I'm Still In Love With You,"16 Apr 2019, 19:45","pop punk,punk,emo,punk rock,indie rock,seen live,indie,rock,jortscore,Pop-punk"
The Evaporators,Ogopogo Punk,I Can't Be Shaved!,"16 Apr 2019, 19:43","Canadian,punk,seen live,Garage Rock,nardwuar,Vancouver,pop,canada,skate punk,guitar pop"
American Football,American Football EP,The One With the Tambourine,"16 Apr 2019, 19:39","emo,indie,math rock,indie rock,midwest emo,indie pop,kinsella,rock,alternative,american"
The Mountain Goats,All Hail West Texas (Remastered),Riches And Wonders,"16 Apr 2019, 19:36","indie,folk,Lo-Fi,seen live,singer-songwriter,indie rock,acoustic,indie folk,alternative,rock"
Valley Maker,Rhododendron,Light On The Ground,"16 Apr 2019, 19:32","folk,christian,acoustic,indie folk,indie,seattle,americana,seen live,emo,hardcore rap"
Dogbite,True Lo-Fi Will Find You in the End,good boy,"16 Apr 2019, 19:31","polish,seen live,alternative,indie,rock,punk,ambient,dream pop,american,dancehall"
Current Joys,Current Joys on Audiotree Live,My Motorcycle - Audiotree Live Version,"16 Apr 2019, 19:27","indie,emo,indie rock,lofi,emo as fuck and makes me wanna die,seen live,alternative,folk,experimental,sadcore"
Teen Suicide,"It's the Big Joyous Celebration, Let's Stir the Honeypot",Alex,"16 Apr 2019, 19:24","Lo-Fi,noise pop,emo,indie,punk,indie rock,fuzz,shoegaze,noise,noise rock"
Car Seat Headrest,Unforgiving Girl (She's Not A Single Version),Unforgiving Girl (She's Not A Single Version),"16 Apr 2019, 19:20","Lo-Fi,indie,seen live,noise pop,indie rock,alternative,noise,power pop,singer-songwriter,USA"
Illuminati Hotties,Kiss Yr Frenemies,Shape of My Hands,"16 Apr 2019, 19:17","indie rock,Lo-Fi,los angeles"
We Were Promised Jetpacks,The More I Sleep The Less I Dream,"The More I Sleep, The Less I Dream.","16 Apr 2019, 18:49","indie rock,seen live,indie,Scottish,rock,scotland,post-punk,british,alternative,post-rock"
The Unicorns,Who Will Cut Our Hair When We're Gone? (Remastered),Les OS,"16 Apr 2019, 18:45","indie,indie pop,indie rock,Lo-Fi,Canadian,alternative,electronic,rock,seen live,experimental"
Varsity,"""Turns Out"" b/w ""Downtown""",Downtown,"16 Apr 2019, 18:40","rnb,pop,indie rock,post-hardcore,indie,american,Youthcrew,white group,Kazakh singers,metalcore"
Spraynard,Mable,Buried,"16 Apr 2019, 18:38","pop punk,emo,punk,indie rock,punk rock,seen live,orgcore,Pop-punk,indie,Local"
Jeffrey Lewis,The Last Time I Did Acid I Went Insane,The East River,"16 Apr 2019, 18:35","anti-folk,seen live,singer-songwriter,Lo-Fi,indie,antifolk,folk,acoustic,alternative,new york"
Lydia,Liquor,Sunlight,"16 Apr 2019, 18:31","indie,indie rock,ambient,female vocalists,emo,seen live,rock,alternative,alternative rock,pop"
All Dogs,Kicking Every Day,That Kind Of Girl,"16 Apr 2019, 18:28","indie rock,pop punk,punk,seen live,punk rock,indie pop,5432fun,indie punk,indie,rock"
pictures of vernon,NOW That's What I Call Music Vol. 420,Camp Games 1.1,"16 Apr 2019, 18:26","emo,indie rock,midwest emo,indie,punk,math rock,pop punk,screamo,post-hardcore,twinkly"
Basement,Promise Everything (Deluxe),Cloud,"16 Apr 2019, 18:25","melodic hardcore,hardcore,hardcore punk,UKHC,modern hardcore,punk,emo,punk rock,pop punk,uk Hardcore"
Snowing,That Time I Sat In A Pile Of Chocolate,Methuselah Rookie Card,"16 Apr 2019, 18:23","emo,math rock,post-hardcore,indie,indie rock,Twinkle daddies,midwest emo,seen live,rock,punk"
German Error Message,Haunts,Everything is scary,"16 Apr 2019, 18:21","folk,indie,singer-songwriter,alternative,indie folk,indie pop,Lo-Fi,BIRP,acoustic,under 2000 listeners"
Hovvdy,Easy/Turns Blue,Turns Blue,"16 Apr 2019, 18:16","shoegaze,Lo-Fi,indie,emo,indie pop,indie rock,dream pop,american,United States,garage pop"
Ambrose,Curtains,Curtains,"16 Apr 2019, 18:09","jazz,emo,midwest emo,seen live,swing,rock,minimal synth,classic rock,hard rock,screamo"
Diarrhea Planet,Aloha,Ghost With A Boner,"16 Apr 2019, 18:06","punk,seen live,noise rock,power pop,punk rock,garage,Garage Rock,rock,Nashville,indie rock"
Yuck,Stranger Things,Hold Me Closer,"16 Apr 2019, 18:03","indie rock,shoegaze,Lo-Fi,seen live,alternative,indie pop,indie,noise pop,british,alternative rock"
We Were Promised Jetpacks,The More I Sleep The Less I Dream,"The More I Sleep, The Less I Dream.","16 Apr 2019, 17:57","indie rock,seen live,indie,Scottish,rock,scotland,post-punk,british,alternative,post-rock"
The Unicorns,Who Will Cut Our Hair When We're Gone? (Remastered),Les OS,"16 Apr 2019, 17:53","indie,indie pop,indie rock,Lo-Fi,Canadian,alternative,electronic,rock,seen live,experimental"
Varsity,"""Turns Out"" b/w ""Downtown""",Downtown,"16 Apr 2019, 17:48","rnb,pop,indie rock,post-hardcore,indie,american,Youthcrew,white group,Kazakh singers,metalcore"
Spraynard,Mable,Buried,"16 Apr 2019, 17:46","pop punk,emo,punk,indie rock,punk rock,seen live,orgcore,Pop-punk,indie,Local"
Jeffrey Lewis,The Last Time I Did Acid I Went Insane,The East River,"16 Apr 2019, 17:43","anti-folk,seen live,singer-songwriter,Lo-Fi,indie,antifolk,folk,acoustic,alternative,new york"
Lydia,Liquor,Sunlight,"16 Apr 2019, 17:39","indie,indie rock,ambient,female vocalists,emo,seen live,rock,alternative,alternative rock,pop"
All Dogs,Kicking Every Day,That Kind Of Girl,"16 Apr 2019, 17:36","indie rock,pop punk,punk,seen live,punk rock,indie pop,5432fun,indie punk,indie,rock"
pictures of vernon,NOW That's What I Call Music Vol. 420,Camp Games 1.1,"16 Apr 2019, 17:34","emo,indie rock,midwest emo,indie,punk,math rock,pop punk,screamo,post-hardcore,twinkly"
Basement,Promise Everything (Deluxe),Cloud,"16 Apr 2019, 17:33","melodic hardcore,hardcore,hardcore punk,UKHC,modern hardcore,punk,emo,punk rock,pop punk,uk Hardcore"
Snowing,That Time I Sat In A Pile Of Chocolate,Methuselah Rookie Card,"16 Apr 2019, 17:31","emo,math rock,post-hardcore,indie,indie rock,Twinkle daddies,midwest emo,seen live,rock,punk"
German Error Message,Haunts,Everything is scary,"16 Apr 2019, 17:29","folk,indie,singer-songwriter,alternative,indie folk,indie pop,Lo-Fi,BIRP,acoustic,under 2000 listeners"
Hovvdy,Easy/Turns Blue,Turns Blue,"16 Apr 2019, 17:24","shoegaze,Lo-Fi,indie,emo,indie pop,indie rock,dream pop,american,United States,garage pop"
Fraternal Twin,Skin Gets Hot,Skin Gets Hot,"16 Apr 2019, 17:21","folk,pop,Lo-Fi,under 2000 listeners,5432fun,indie,experimental,indie pop,USA,lofi"
Ovlov,Tru,Spright,"16 Apr 2019, 17:18","shoegaze,punk,indie rock,indie,emo,noise rock,Lo-Fi,noise pop,noise,seen live"
Save Face,Merci,Heartache,"16 Apr 2019, 17:15","pop punk,seen live,emo,post-hardcore,greatest band of all time"
Joyce Manor,Million Dollars to Kill Me,Think I'm Still In Love With You,"16 Apr 2019, 17:12","pop punk,punk,emo,punk rock,indie rock,seen live,indie,rock,jortscore,Pop-punk"
The Evaporators,Ogopogo Punk,I Can't Be Shaved!,"16 Apr 2019, 17:10","Canadian,punk,seen live,Garage Rock,nardwuar,Vancouver,pop,canada,skate punk,guitar pop"
American Football,American Football EP,The One With the Tambourine,"16 Apr 2019, 17:06","emo,indie,math rock,indie rock,midwest emo,indie pop,kinsella,rock,alternative,american"
The Mountain Goats,All Hail West Texas (Remastered),Riches And Wonders,"16 Apr 2019, 17:02","indie,folk,Lo-Fi,seen live,singer-songwriter,indie rock,acoustic,indie folk,alternative,rock"
Valley Maker,Rhododendron,Light On The Ground,"16 Apr 2019, 16:59","folk,christian,acoustic,indie folk,indie,seattle,americana,seen live,emo,hardcore rap"
