artist,album,song,listen_date,genre
Fall Out Boy,Take This to Your Grave,Grand Theft Autumn/Where Is Your Boy,"08 Oct 2017, 15:09","pop punk,rock,emo,alternative,punk,seen live,punk rock,alternative rock,indie,Fall Out Boy"
Sorority Noise,You're Not As ______ As You Think,Disappeared,"08 Oct 2017, 15:07","emo,indie rock,punk,indie,seen live,rock,connecticut,alternative rock,Dope,sad"
Adele,21,Someone Like You,"08 Oct 2017, 15:04","soul,female vocalists,british,singer-songwriter,indie,pop,Adele,jazz,acoustic,female vocalist"
Boyce Avenue,Influential Sessions,Drops of Jupiter,"08 Oct 2017, 14:59","acoustic,alternative,rock,indie,youtube,cover,alternative rock,pop rock,seen live,boyce avenue"
BeyoncÌ©,4,Love on Top,"08 Oct 2017, 14:48","rnb,pop,female vocalists,soul,Hip-Hop,beyonce,dance,r&b,american,sexy"
The Shins,Wincing the Night Away,Phantom Limb,"08 Oct 2017, 14:43","indie,indie rock,indie pop,alternative,seen live,rock,pop,the shins,american,alternative rock"
The Royal Concept,Royal,Gimme Twice,"08 Oct 2017, 14:40","indie pop,indie,indie rock,swedish,alternative,seen live,rock,pop,electronic,alternative rock"
Wheatus,Hand Over Your Loved Ones,Lemonade,"08 Oct 2017, 14:35","rock,alternative,alternative rock,pop,indie,seen live,punk rock,pop rock,punk,pop punk"
Bayside,Vacancy,I've Been Dead All Day,"08 Oct 2017, 14:00","seen live,emo,rock,alternative,punk,indie,pop punk,alternative rock,punk rock,screamo"
Bayside,Killing Time,"Sick, Sick, Sick","08 Oct 2017, 13:56","seen live,emo,rock,alternative,punk,indie,pop punk,alternative rock,punk rock,screamo"
Say Anything,...Is a Real Boy,A Walk Through Hell,"08 Oct 2017, 13:53","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
Say Anything,...Is a Real Boy,The Futile,"08 Oct 2017, 13:51","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
Say Anything,...Is a Real Boy,I Want to Know Your Plans,"08 Oct 2017, 13:41","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
Say Anything,Say Anything,Do Better,"08 Oct 2017, 01:09","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
Say Anything,...Is a Real Boy,Every Man Has a Molly,"08 Oct 2017, 00:40","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
Say Anything,...Is a Real Boy,"Wow, I Can Get Sexual Too","08 Oct 2017, 00:37","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
Say Anything,...Is a Real Boy,Alive with the Glory of Love,"08 Oct 2017, 00:33","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
Say Anything,...Is a Real Boy,The Futile,"08 Oct 2017, 00:29","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
Say Anything,...Is a Real Boy,I Want to Know Your Plans,"08 Oct 2017, 00:24","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
Timeflies,Gravity,Gravity,"08 Oct 2017, 00:20","Hip-Hop,pop,electro-pop,rap,american,electronic,dance,seen live,hip hop,new york"
Timeflies,Too Much,Raincoat,"08 Oct 2017, 00:17","Hip-Hop,pop,electro-pop,rap,american,electronic,dance,seen live,hip hop,new york"
Timeflies,Once In A While,Once In A While,"08 Oct 2017, 00:13","Hip-Hop,pop,electro-pop,rap,american,electronic,dance,seen live,hip hop,new york"
Timeflies,Nobody Has to Know,Nobody Has to Know,"08 Oct 2017, 00:09","Hip-Hop,pop,electro-pop,rap,american,electronic,dance,seen live,hip hop,new york"
Timeflies,Are We There Yet,Are We There Yet,"08 Oct 2017, 00:06","Hip-Hop,pop,electro-pop,rap,american,electronic,dance,seen live,hip hop,new york"
Jason Weaver,The Lion King,"I Just Can't Wait To Be King - From ""The Lion King""/Soundtrack Version","07 Oct 2017, 21:41","Soundtrack,Disney,rnb,actor,Rare,motown label,USA,urban,90s,american"
The Strokes,Is This It,Last Nite,"07 Oct 2017, 21:38","indie rock,rock,indie,alternative,alternative rock,seen live,Garage Rock,The Strokes,american,new york"
Ed Sheeran,x (Deluxe Edition),Thinking Out Loud,"07 Oct 2017, 21:33","acoustic,british,singer-songwriter,easy-listening,Grime,pop,seen live,male vocalists,indie,folk"
Ray LaMontagne,Gossip In The Grain,Let It Be Me,"07 Oct 2017, 21:30","folk,singer-songwriter,acoustic,indie,Acoustic Rock,seen live,american,chill,Mellow,male vocalists"
Modern Baseball,You're Gonna Miss It All,Rock Bottom,"07 Oct 2017, 21:25","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
The Strokes,Is This It,Someday,"07 Oct 2017, 20:58","indie rock,rock,indie,alternative,alternative rock,seen live,Garage Rock,The Strokes,american,new york"
Mumford & Sons,Sigh No More,The Cave,"07 Oct 2017, 20:54","folk,indie,british,acoustic,seen live,bluegrass,indie folk,folk rock,alternative,Alt-country"
Strange Talk,Young Hearts,Young Hearts,"07 Oct 2017, 20:50","electropop,australian,indie,electronic,pop,synthpop,indie pop,seen live,dance,electronica"
The Decemberists,The King Is Dead,Don't Carry It All,"07 Oct 2017, 20:46","indie,indie rock,folk,seen live,alternative,indie pop,rock,indie folk,folk rock,favorites"
Portugal. The Man,The Satanic Satanist,People Say,"07 Oct 2017, 20:43","experimental,indie,seen live,indie rock,Progressive,rock,Progressive rock,alternative,psychedelic,american"
Florence + the Machine,Ceremonials (Deluxe Edition),Shake It Out,"07 Oct 2017, 20:38","indie,female vocalists,alternative,british,indie pop,seen live,pop,indie rock,singer-songwriter,folk"
Taylor Swift,Red,Starlight,"07 Oct 2017, 20:35","country,pop,female vocalists,singer-songwriter,acoustic,taylor swift,country pop,american,seen live,female"
BÌ÷RNS,Candy,Seeing Stars,"07 Oct 2017, 20:31","pop,seen live,indie,folk,ambient,indie-pop,indie pop,synthpop,Michigan,alternative"
Spraynard,Mable,Applebee's Bar,"07 Oct 2017, 20:29","pop punk,emo,punk,indie rock,punk rock,seen live,orgcore,Pop-punk,indie,Local"
Lany,4EVER!,4EVER!,"07 Oct 2017, 20:26","synthpop,electronic,seen live,indie pop,dream pop,electronica,electropop,indie,USA,male vocalists"
The Preatures,Blue Planet Eyes,Is This How You Feel?,"07 Oct 2017, 20:22","indie pop,indie,indie rock,seen live,soul,female vocalists,australian,australia,pop,rock"
M83,Before the Dawn Heals Us,Don't Save Us From the Flames,"07 Oct 2017, 20:18","electronic,shoegaze,post-rock,indie,electronica,seen live,ambient,french,dream pop,experimental"
Ra Ra Riot,Beta Love,Beta Love,"07 Oct 2017, 20:15","indie,indie pop,indie rock,seen live,alternative,american,rock,new york,pop,baroque pop"
Two Door Cinema Club,Tourist History,"Eat That Up, It's Good for You","07 Oct 2017, 20:11","indie,electronic,british,alternative,seen live,synth indie rock,indie rock,indie pop,irish,rock"
She & Him,Classics,Stay Awhile,"07 Oct 2017, 20:09","folk,indie,indie pop,female vocalists,singer-songwriter,seen live,pop,indie folk,american,Alt-country"
Built to Spill,Keep It Like a Secret,Temporarily Blind,"07 Oct 2017, 20:04","indie rock,indie,seen live,alternative,rock,indie pop,alternative rock,Lo-Fi,american,90s"
Death Cab for Cutie,Codes and Keys (Deluxe),You Are a Tourist,"07 Oct 2017, 19:59","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
Foxing,The Albatross,The Medic,"07 Oct 2017, 19:56","emo,math rock,post-rock,indie,midwest emo,seen live,indie rock,post-hardcore,rock,chamber pop"
Ed Sheeran,+,Autumn Leaves - Deluxe Edition,"07 Oct 2017, 19:52","acoustic,british,singer-songwriter,easy-listening,Grime,pop,seen live,male vocalists,indie,folk"
Mumford & Sons,Sigh No More,Sigh No More,"07 Oct 2017, 19:49","folk,indie,british,acoustic,seen live,bluegrass,indie folk,folk rock,alternative,Alt-country"
Gorillaz,Plastic Beach,On Melancholy Hill,"07 Oct 2017, 19:45","alternative,electronic,Hip-Hop,rock,indie,trip-hop,electronica,pop,british,alternative rock"
Vampire Weekend,Vampire Weekend,The Kids Don't Stand a Chance,"07 Oct 2017, 19:41","indie,indie rock,indie pop,seen live,alternative,rock,american,pop,alternative rock,new york"
The Hold Steady,Teeth Dreams,Spinners,"07 Oct 2017, 19:36","seen live,indie rock,rock,indie,alternative,alternative rock,new york,post-punk,american,Minnesota"
Walk the Moon,Talking Is Hard,Work This Body,"07 Oct 2017, 19:33","indie rock,indie,indie pop,american,seen live,alternative,rock,pop,alternative rock,male vocalists"
The Wild Feathers,The Wild Feathers (Deluxe Version),Got It Wrong,"07 Oct 2017, 19:29","seen live,folk,alternative,rock,blues,indie,country,Southern Rock,lastfmoriginals,alternative rock"
Ingrid Michaelson,Girls Chase Boys,Girls Chase Boys,"07 Oct 2017, 19:25","female vocalists,singer-songwriter,indie,acoustic,indie pop,pop,seen live,folk,american,female vocalist"
Courtney Barnett,Three Packs A Day,Three Packs A Day,"07 Oct 2017, 19:23","seen live,singer-songwriter,folk,indie,indie folk,australian,indie rock,female vocalists,rock,alternative"
Ed Sheeran,+,"You Need Me, I Don't Need You","07 Oct 2017, 19:19","acoustic,british,singer-songwriter,easy-listening,Grime,pop,seen live,male vocalists,indie,folk"
Maroon 5,Hands All Over (Deluxe),If I Ain‰Ûªt Got You - Live,"07 Oct 2017, 19:15","rock,pop,pop rock,alternative,alternative rock,seen live,maroon 5,indie,american,male vocalists"
Wilco,Yankee Hotel Foxtrot,Pot Kettle Black,"07 Oct 2017, 19:11","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
The Strokes,First Impressions of Earth,You Only Live Once,"07 Oct 2017, 18:12","indie rock,rock,indie,alternative,alternative rock,seen live,Garage Rock,The Strokes,american,new york"
Portugal. The Man,Woodstock,Feel It Still,"07 Oct 2017, 18:09","experimental,indie,seen live,indie rock,Progressive,rock,Progressive rock,alternative,psychedelic,american"
Maroon 5,Hands All Over (Deluxe),Never Gonna Leave This Bed,"07 Oct 2017, 18:06","rock,pop,pop rock,alternative,alternative rock,seen live,maroon 5,indie,american,male vocalists"
The Front Bottoms,Talon of the Hawk,Funny You Should Ask,"07 Oct 2017, 18:02","seen live,acoustic,folk,indie,Pop-punk,indie rock,emo,folk punk,rock,pop punk"
Ed Sheeran,x (Deluxe Edition),Nina,"07 Oct 2017, 17:58","acoustic,british,singer-songwriter,easy-listening,Grime,pop,seen live,male vocalists,indie,folk"
Two Door Cinema Club,Tourist History,Come Back Home,"07 Oct 2017, 17:55","indie,electronic,british,alternative,seen live,synth indie rock,indie rock,indie pop,irish,rock"
The Front Bottoms,Rose,12 Feet Deep,"07 Oct 2017, 17:51","seen live,acoustic,folk,indie,Pop-punk,indie rock,emo,folk punk,rock,pop punk"
Magic Man,Before The Waves,Paris,"07 Oct 2017, 17:47","electronic,indie pop,indie,synth pop,psychedelic,seen live,Lo-Fi,synthpop,pop,electronica"
The Magnetic Fields,Realism (Standard),You Must Be Out Of Your Mind,"07 Oct 2017, 17:44","indie,indie pop,Lo-Fi,indie rock,alternative,seen live,pop,electronic,rock,american"
Third Eye Blind,A Collection,Semi-Charmed Life - 2006 Remastered Version,"07 Oct 2017, 17:40","rock,alternative,alternative rock,90s,seen live,pop,post-grunge,indie,pop rock,third eye blind"
The Killers,Hot Fuss,Somebody Told Me,"07 Oct 2017, 17:36","indie,rock,indie rock,alternative,alternative rock,seen live,The Killers,pop,american,britpop"
Cherub,Year of the Caprese,Doses & Mimosas,"07 Oct 2017, 17:31","electronic,seen live,indie,pop,alternative,electropop,alternative rock,synthpop,metal,rock"
Quilt,Held In Splendor,Tie up the Tides,"07 Oct 2017, 17:27","Psychedelic Rock,psychedelic,indie folk,indie,seen live,boston,folk,rock,indie rock,folk rock"
Coasts,Coasts (Deluxe),A Rush of Blood,"07 Oct 2017, 17:23","indie,indie pop,indie rock,seen live,alternative,emo,british,rock,UK,pop rock"
The Dear Hunter,"Act II: The Meaning Of, And All Things Regarding Ms. Leading",Red Hands,"07 Oct 2017, 17:17","Progressive rock,experimental,indie,rock,alternative,seen live,indie rock,alternative rock,Progressive,Experimental Rock"
Great Good Fine OK,Body Diamond,Not Going Home,"07 Oct 2017, 17:13","electronic,synthpop,electropop,dream pop,seen live,electronica,indie,indie pop,Brooklyn,All"
Mew,Satellites,Satellites,"07 Oct 2017, 17:07","seen live,indie,alternative,indie rock,danish,rock,alternative rock,dream pop,shoegaze,Progressive rock"
Ariana Grande,Yours Truly,Piano,"07 Oct 2017, 17:03","pop,female vocalists,rnb,Ariana Grande,nickelodeon,r&b,american,dance,soul,singer-songwriter"
Ed Sheeran,+,Little Bird - Deluxe Edition,"07 Oct 2017, 17:00","acoustic,british,singer-songwriter,easy-listening,Grime,pop,seen live,male vocalists,indie,folk"
Best Coast,California Nights,Feeling OK,"07 Oct 2017, 16:56","Lo-Fi,indie,seen live,garage pop,female vocalists,beach rock,indie pop,surf rock,surf pop,indie rock"
Ray LaMontagne,Gossip In The Grain,Let It Be Me,"07 Oct 2017, 16:52","folk,singer-songwriter,acoustic,indie,Acoustic Rock,seen live,american,chill,Mellow,male vocalists"
Jukebox the Ghost,Jukebox the Ghost,Girl,"07 Oct 2017, 16:48","indie pop,seen live,indie,piano rock,indie rock,piano,rock,alternative,pop,male vocalists"
The Cure,Kiss Me Kiss Me Kiss Me,Just Like Heaven,"07 Oct 2017, 16:45","post-punk,new wave,alternative,80s,rock,seen live,alternative rock,goth,british,indie"
Smallpools,LOVETAP!,Street Fight,"07 Oct 2017, 16:41","indie pop,indie,alternative,pop rock,seen live,american,male vocalists,relevant magazine,pop,indie rock"
Jeff Buckley,Grace,Hallelujah,"07 Oct 2017, 16:34","singer-songwriter,rock,alternative,indie,folk,alternative rock,acoustic,indie rock,90s,american"
Smallpools,Smallpools,Dreaming,"07 Oct 2017, 16:31","indie pop,indie,alternative,pop rock,seen live,american,male vocalists,relevant magazine,pop,indie rock"
Smith Westerns,Dye It Blonde,Weekend,"07 Oct 2017, 16:27","Lo-Fi,seen live,Garage Rock,noise pop,indie,garage,indie rock,indie pop,american,Garage Punk"
Death Cab for Cutie,Narrow Stairs,Cath...,"07 Oct 2017, 16:24","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
The Strokes,First Impressions of Earth,Razorblade,"07 Oct 2017, 16:20","indie rock,rock,indie,alternative,alternative rock,seen live,Garage Rock,The Strokes,american,new york"
Echosmith,Talking Dreams (Deluxe Version),Tell Her You Love Her,"07 Oct 2017, 16:16","indie,pop,indie pop,alternative,american,rock,seen live,female vocalists,USA,pop rock"
The Strokes,Angles,Under Cover of Darkness,"07 Oct 2017, 16:12","indie rock,rock,indie,alternative,alternative rock,seen live,Garage Rock,The Strokes,american,new york"
Royal Teeth,Act Naturally,Heartbeats,"07 Oct 2017, 16:08","indie,indie pop,indie rock,american,New Orleans,seen live,USA,rock,All,pop"
Lana Del Rey,Music From Baz Luhrmann's Film The Great Gatsby (Deluxe Edition),Young and Beautiful,"07 Oct 2017, 16:04","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,singer-songwriter,trip-hop"
Super Whatevr,Good Luck,Good Luck,"07 Oct 2017, 15:55","alternative rock,emo,indie rock,american"
The Airborne Toxic Event,Such Hot Blood,The Storm,"07 Oct 2017, 15:51","indie rock,indie,rock,seen live,american,indie pop,alternative rock,alternative,los angeles,LastfmSC"
The Mowgli's,Waiting For The Dawn,"Say It, Just Say It","07 Oct 2017, 15:45","indie,folk,rock,alternative,seen live,indie rock,american,indie folk,indie pop,twinkling tones"
Voxtrot,Raised By Wolves EP,The Start of Something,"07 Oct 2017, 15:41","indie,indie pop,seen live,indie rock,alternative,twee,rock,austin,american,pop"
Circa Waves,T-Shirt Weather,Young Chasers,"07 Oct 2017, 15:39","seen live,indie rock,indie,british,rock,england,seenlive,UK,britpop,liverpool"
The Killers,Sam's Town,Sam's Town,"07 Oct 2017, 15:35","indie,rock,indie rock,alternative,alternative rock,seen live,The Killers,pop,american,britpop"
Darwin Deez,Time Machine,Time Machine,"07 Oct 2017, 15:32","indie,indie pop,seen live,electronic,experimental,pop,american,alternative,indie rock,USA"
Free Energy,Stuck On Nothing,Free Energy,"07 Oct 2017, 15:27","seen live,indie,indie rock,rock,indie pop,alternative,power pop,american,pop,glam rock"
The Killers,Sam's Town,When You Were Young,"07 Oct 2017, 15:23","indie,rock,indie rock,alternative,alternative rock,seen live,The Killers,pop,american,britpop"
McFly,Love Is On The Radio,Love Is on the Radio,"07 Oct 2017, 15:19","pop rock,british,pop,rock,britpop,seen live,McFly,pop punk,indie,boybands"
The Killers,Hot Fuss,All These Things That I've Done,"07 Oct 2017, 15:14","indie,rock,indie rock,alternative,alternative rock,seen live,The Killers,pop,american,britpop"
Abandoned Pools,Sublime Currency,Hype Is the Enemy,"07 Oct 2017, 15:11","alternative,indie,rock,alternative rock,indie rock,emo,seen live,punk,singer-songwriter,indie pop"
David Bowie,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars (2012 Remastered Version),Suffragette City - 2012 Remastered Version,"07 Oct 2017, 15:07","rock,glam rock,classic rock,80s,alternative,british,pop,70s,glam,seen live"
Sports,Sunchokes,Tiny Planets,"07 Oct 2017, 15:05","japanese,rock,seen live,indie,Grunge,drone,J-rock,Darlington,noise,electronic"
Joyce Manor,Never Hungover Again,Heart Tattoo,"07 Oct 2017, 15:03","punk,pop punk,emo,punk rock,indie rock,seen live,indie,rock,jortscore,Pop-punk"
The 1975,Milk,Milk,"07 Oct 2017, 15:01","indie,indie rock,british,seen live,alternative,Manchester,rock,alternative rock,indie pop,pop"
Timeflies,Nobody Has to Know,Nobody Has to Know,"06 Oct 2017, 23:40","Hip-Hop,pop,electro-pop,rap,american,electronic,dance,seen live,hip hop,new york"
Timeflies,Are We There Yet,Are We There Yet,"06 Oct 2017, 23:20","Hip-Hop,pop,electro-pop,rap,american,electronic,dance,seen live,hip hop,new york"
